1,1,A1,9500,AA,1,NULL,F,0,NULL
2,1,A1,9500,AA,2,NULL,F,0,NULL
3,1,A1,9500,AA,3,NULL,F,0,NULL
4,1,A1,9500,AA,4,NULL,F,0,NULL
5,1,A1,9500,AA,5,NULL,F,0,NULL
6,1,A1,9500,AA,6,NULL,F,0,NULL
7,1,A1,9500,AA,7,NULL,F,0,NULL
8,1,A1,9500,AA,8,NULL,F,0,NULL
9,1,A1,9500,AA,9,NULL,F,0,NULL
10,1,A1,9500,AA,10,NULL,F,0,NULL
11,1,A1,9500,AA,11,NULL,T,0,2025-06-21 10:00:01.877
12,1,A1,9500,AA,12,NULL,T,0,2025-06-20 14:48:42.010
13,1,A1,9500,AA,13,NULL,T,0,2025-06-20 14:48:42.010
14,1,A1,9500,AB,1,NULL,F,0,NULL
15,1,A1,9500,AB,2,NULL,F,0,NULL
16,1,A1,9500,AB,3,NULL,T,0,2025-06-18 15:37:38.860
17,1,A1,9500,AB,4,NULL,T,0,2025-06-18 14:43:27.457
18,1,A1,9500,AB,5,NULL,T,0,2025-06-17 17:10:46.580
19,1,A1,9500,AB,6,NULL,T,0,2025-06-17 17:11:09.920
20,1,A1,9500,AB,7,NULL,T,0,2025-06-17 17:11:09.920
21,1,A1,9500,AB,8,NULL,T,0,2025-06-17 17:11:25.160
22,1,A1,9500,AB,9,NULL,T,0,2025-06-17 16:51:01.710
23,1,A1,9500,AB,10,NULL,T,0,2025-06-17 16:51:01.710
24,1,A1,9500,AB,11,NULL,T,0,2025-06-17 09:42:43.580
25,1,A1,9500,AB,12,NULL,T,0,2025-06-17 09:42:43.580
26,1,A1,9500,AB,13,NULL,T,0,2025-06-17 09:42:43.580
27,1,A1,9500,AC,1,NULL,F,0,NULL
28,1,A1,9500,AC,2,NULL,T,0,2025-06-18 09:23:43.320
29,1,A1,9500,AC,3,NULL,T,0,2025-06-17 09:43:12.860
30,1,A1,9500,AC,4,NULL,T,0,2025-06-17 09:42:45.843
31,1,A1,9500,AC,5,NULL,T,0,2025-06-18 09:30:45.583
32,1,A1,9500,AC,6,NULL,T,0,2025-06-18 09:30:45.583
33,1,A1,9500,AC,7,NULL,T,0,2025-06-18 09:30:45.583
34,1,A1,9500,AC,8,NULL,T,0,2025-06-17 09:42:52.283
35,1,A1,9500,AC,9,NULL,T,0,2025-06-17 09:42:59.280
36,1,A1,9500,AC,10,NULL,T,0,2025-06-17 09:43:02.187
37,1,A1,9500,AC,11,NULL,T,0,2025-06-17 09:43:04.323
38,1,A1,9500,AC,12,NULL,T,2,2025-06-30 12:29:33.880
39,1,A1,9500,AC,13,NULL,T,2,2025-06-30 12:37:30.890
40,1,A1,9500,AD,1,NULL,T,0,NULL
41,1,A1,9500,AD,2,NULL,T,0,NULL
42,1,A1,9500,AD,3,NULL,T,0,2025-06-17 17:10:42.027
43,1,A1,9500,AD,4,NULL,T,0,NULL
44,1,A1,9500,AD,5,NULL,T,0,NULL
45,1,A1,9500,AD,6,NULL,T,0,NULL
46,1,A1,9500,AD,7,NULL,T,0,NULL
47,1,A1,9500,AD,8,NULL,T,0,NULL
48,1,A1,9500,AD,9,NULL,T,0,NULL
49,1,A1,9500,AD,10,NULL,T,0,NULL
